,log2FoldChange
LSS,2
AMPD3,2
HAX1,2
ANG,2
NEK10,2
LARP7,2
HHLA3,2
MOB1A,2
PRSS21,1
KLHL11,2
GRIK4,2
PNLIPRP3,0
USP11,2
CLVS1,2
LCP2,2
SPATA7,2
ORAI3,2
COQ5,2
GHRHR,1
INPP5F,2
TP53BP1,2
PLA2G2A,2
PIAS2,2
TMCO3,2
KRBOX4,2
EMX1,1
PIM2,2
LAMB4,2
PRSS48,1
ANKRD28,2
NBPF6,1
BICDL2,2
ATG3,2
TIMM8B,2
BOLA3,2
BNIP3,2
GPR1,2
PPFIA3,2
PCBD2,2
YKT6,2
TCTEX1D1,2
KIAA1211L,2
TRAF7,2
DISP3,2
HBG2,1
ZNF827,2
MFSD8,2
DACT1,2
TAF8,2
KRBOX1,2
EXOC3L1,2
CATSPER2,2
DCAKD,2
AC004691.2,2
ZNF320,2
FOXD4L5,1
CTXND1,0
NR1D2,2
MAP3K7CL,2
C14ORF166,2
SPTY2D1,2
ANKRD20A2,0
DAP,2
ACTN1,2
RHOB,2
NPIPB12,2
ZNF544,2
ATF7IP,2
DRAM2,2
SRRM2,2
TMEM129,2
TVP23B,2
SPTAN1,2
SUPT4H1,2
C1QTNF3-AMACR,2
GPR37,2
ELK4,2
LRRC40,2
MEIS3,2
PNLIPRP1,2
ZNF248,2
SERPINI2,0
ZBTB37,2
ABLIM3,2
HIST2H4A,2
SLC32A1,0
LNP1,2
C21ORF2,2
SLC35F3,2
KMT5A,2
DBN1,2
PROK2,2
PNMA2,2
ERICH6,2
TMPRSS4,2
HRASLS,1
AC011005.1,2
CCDC149,2
UQCR11,2
NPIPB4,2
KCTD1,2
COG1,2
AP000781.2,2
EPM2AIP1,2
NPIPA1,2
MARK4,2
GPR25,2
FAM153B,2
ABCA13,2
ARHGEF4,2
NPAS1,2
CBY1,2
FP565260.6,2
PHLDB3,2
SPHK2,2
CD300C,2
CCDC169,0
SOGA3,2
SEC14L1,2
NME3,2
DIO3,2
GPX7,2
BEST1,2
GAS1,2
RASA1,2
PI3,2
KDM4D,2
FNDC7,1
GABRB3,0
KCNJ10,2
CLP1,2
FPR3,2
MFAP3L,2
MOSPD2,2
PIM1,2
RPH3AL,2
MANSC4,2
ELOVL1,2
EFNB1,2
CCDC153,2
MUC7,1
EXD1,2
PDP2,2
ZNF846,2
FAM200B,2
U2AF1L4,2
SPA17,2
HPCAL1,2
PARP15,2
SSR3,2
PRR27,1
ZDHHC14,2
ACOT7,2
ALG14,2
PPP1R16A,2
DNAJC16,2
CTSK,2
KIAA0040,2
CCR3,2
MN1,2
ZMYM4,2
POU1F1,2
IFNG,2
CMC1,2
TRMT13,2
TNF,2
C2ORF68,2
CPA2,2
CPPED1,2
FUT6,2
TBXA2R,2
ADCK2,2
GGACT,2
CSF3R,2
ZNF585B,2
SEC61B,2
MAP4K3,2
GNPAT,2
EFR3A,2
ZNF445,2
TRIM74,2
FAM76A,2
GATM,2
DNAJB12,2
RTL8C,2
COMMD10,2
APOO,2
VAMP4,2
IL6,2
IPPK,2
LIPF,1
PICK1,2
TRMT1L,2
DLG5,2
ZNF430,2
C4A,2
SSH1,2
DCHS1,2
KIR3DX1,2
CISD3,2
DCTN4,2
ZNF148,2
KLRD1,2
ZNF800,2
TUBB1,2
CFAP65,2
PEX1,2
HMSD,2
AC008750.8,2
PCDH19,2
RAP2B,2
PDZD11,2
PPFIBP2,2
ZCCHC11,2
XIAP,2
USP15,2
HORMAD1,2
TLE1,2
COG2,2
SEC31B,2
ZNF365,2
LEMD2,2
IGFLR1,2
SERPINF1,2
TPPP,2
AC126755.2,2
ZNF395,2
XPR1,2
C19ORF66,2
LRRC38,2
ALDH1A3,2
S1PR4,2
TOP3B,2
CALCB,1
CPNE3,2
PLG,0
ING3,2
PROC,2
NAV3,2
CLPTM1L,2
ENPP3,2
HDAC5,2
GNB3,2
RTL9,2
ST3GAL5,2
ACMSD,2
FHL3,2
TNFAIP3,2
UACA,2
THAP9,2
LLPH,2
MINDY3,2
ALG12,2
CROCC2,2
CTAG2,1
MTHFD2L,2
KCTD11,2
ADGRG5,2
SEC14L3,1
AFDN,2
HTRA2,2
RBM38,2
ZNF333,2
MTA3,2
NPHP3-ACAD11,2
DYNLT3,2
ETFB,2
CRCT1,1
RBFA,2
KCNK17,2
UBA1,2
NISCH,2
LAD1,2
SURF4,2
UBTF,2
CARD6,2
DCTPP1,2
A4GALT,2
PIP5K1A,2
SPEN,2
BRI3,2
GALNT18,2
TXN2,2
NECTIN2,2
EPN3,2
PRDM7,1
SERPINB1,2
ZC3H7A,2
GKN2,0
VPS25,2
PTPN5,2
TCF25,2
F2RL3,2
TATDN3,2
MT1A,2
TERF1,2
RAB5A,2
SLC30A9,2
RHOA,2
CREB3,2
SH2D3A,2
SART1,2
CLPSL1,1
NAA11,1
SLC6A11,2
ZSWIM3,2
TRPV5,1
TBC1D26,1
OR4C6,1
IFNL3,1
PPFIBP1,2
RBAK-RBAKDN,2
TAS2R30,1
SLFN12,2
TPCN2,2
PHPT1,2
ACR,2
FLT4,2
GGA2,2
ZNF639,2
UBR3,2
PDCL2,1
MAMSTR,2
BPIFB4,1
RGS17,2
DDHD1,2
C15ORF40,2
GPR137,2
TMX1,2
PLEKHJ1,2
LAPTM5,2
YBX2,2
RNF111,2
GPR20,2
OIT3,2
CHKA,2
VEZF1,2
RNFT1,2
PCDHGA10,2
HLA-DRA,2
MICA,2
LAMTOR2,2
SPTBN1,2
GGT1,2
TLR2,2
NAMPT,2
TFPT,2
TMEM266,2
MAPK11,2
FNDC1,2
ZNF518A,2
MEPE,1
NKTR,2
VTI1A,2
C3ORF20,2
MAATS1,2
LRP2BP,2
AIP,2
NGLY1,2
SLC26A1,2
RAB25,2
RNF170,2
CREM,2
MRPS21,2
POR,2
PDS5B,2
TPGS2,2
AACS,2
MTMR4,2
HKR1,2
PXT1,2
SIRPB2,2
WDR61,2
TRH,1
HOOK3,2
IMPG1,2
ZNHIT1,2
ORC4,2
ZBTB9,2
KLHL24,2
WDR48,2
COX14,2
RPL9,2
FNDC8,2
MYLK4,2
AVPR2,2
GAL3ST3,0
AGXT,2
SAR1A,2
BLZF1,2
MATN1,2
ACVR1,2
KIAA1586,2
CYBA,2
PLBD1,2
SPATA2L,2
LTN1,2
IGFBP5,2
EPOR,2
PARVG,2
GTF2A1,2
C4BPA,2
PRH1,2
SNAPC3,2
BUB1B-PAK6,1
HPR,2
UBXN4,2
RFX6,0
ZDHHC13,2
FSD1L,2
DAB1,2
MMP24,2
TEKT2,2
XG,2
DKKL1,2
ABRA,2
WDR44,2
AC097372.1,2
TMEM119,2
RIMBP3,2
WNT9B,2
VASN,2
MGRN1,2
ALDH1A2,2
PPFIA2,2
GTPBP6,2
ICAM2,2
SH3GLB2,2
MRPS18C,2
ASB12,2
ZSCAN4,1
PTCHD3,0
PGLYRP2,2
COL4A4,2
SHPK,2
PLXNB3,2
HOXA5,2
ZNF524,2
ZNF502,2
PPP6R3,2
CDV3,2
JOSD2,2
FBXO31,2
CYP51A1,2
FREM2,2
STMND1,2
HRNR,2
SCGB1D2,0
SLC39A11,2
UVRAG,2
STRC,2
APOL5,1
VSTM2B,1
TAS2R20,2
CDK18,2
LRRC8A,2
SPPL3,2
HLA-DOA,2
AC079447.1,2
AGBL3,2
MYO1G,2
CD74,2
MAPK1IP1L,2
RBMS1,2
POLR2B,2
EPC2,2
RPS10,2
AC026464.4,2
CCDC61,2
CAAP1,2
AP2M1,2
KLK2,2
BCAM,2
TNFAIP8,2
GRIN2C,2
FKBP11,2
LAMA4,2
CEP350,2
DOCK11,2
DDAH2,2
AP3D1,2
CYP2E1,2
FCGR3B,2
ZC3H13,2
BICC1,2
CHCHD3,2
GTF2A2,2
CCDC8,2
ZCRB1,2
HIST1H2BF,2
PGBD1,2
ADAP1,2
TPTE2,2
HS3ST3B1,2
NLGN4Y,0
FAM26F,2
AC243967.1,2
IMMP1L,2
AGPAT5,2
ARL5A,2
KIAA0556,2
ST6GALNAC5,2
TJP2,2
NTSR2,1
DMTF1,2
NVL,2
BCAT2,2
ZNF160,2
CD300E,2
RAPGEF5,2
CTBP1,2
TVP23C-CDRT4,2
TTC6,2
CPZ,2
AL161911.1,2
TMED5,2
SUB1,2
GALNTL6,2
TCEA2,2
SEMA4B,2
CORO1C,2
C3,2
MTERF1,2
PLXND1,2
KCNJ6,2
YTHDC2,2
XYLB,2
C11ORF94,2
IQCA1,2
PRRC2B,2
NT5DC3,2
FZD8,2
RTP3,1
IFT27,2
ADPRH,2
CLNK,2
LINGO3,2
NADK2,2
SP7,1
TRIM8,2
CBFA2T3,2
SUSD2,2
LGALS14,1
C10ORF10,2
TMPRSS15,1
KLC1,2
OR10Q1,1
RPP30,2
GMPPB,2
AC138696.1,2
ZNF140,2
PDGFA,2
CLEC4D,2
CIB4,1
ASH2L,2
COL4A3,2
CPNE6,2
FAHD2B,2
CAV2,2
MTMR2,2
PIP4K2B,2
MR1,2
FAM187B,2
PRDX5,2
ESD,2
MAGED1,2
LHFPL1,2
DDA1,2
CDS2,2
TMEM69,2
LCNL1,2
LRRC57,2
MAP3K12,2
NCBP2-AS2,2
TRIM21,2
C17ORF80,2
VIL1,2
ZSCAN9,2
NDUFB5,2
PLEKHG4B,2
SNTA1,2
C7ORF73,2
MYL4,2
RGS21,1
C13ORF42,0
ZNF555,2
FURIN,2
TIPRL,2
STX18,2
LENG1,2
RAD21L1,1
UBXN6,2
SMIM7,2
ZNF669,2
ZNF266,2
AJAP1,2
CDH8,2
ZFP28,2
THEGL,0
KCNF1,2
CTRC,2
PDSS1,2
SRPK2,2
ARMCX4,2
IRGM,2
VRTN,2
SAMD12,2
NAPG,2
RSPH10B,2
CASP6,2
CUL2,2
BCL2L14,2
BAZ2A,2
PCDHA13,2
PMF1,2
PHTF2,2
HK1,2
ZBTB10,2
SNX12,2
KCNA7,2
CLEC4E,2
DIO1,2
Z83844.1,2
HECTD1,2
ISG15,2
LONRF3,2
ARSF,2
CWF19L2,2
NRL,2
ZNF557,2
FMC1,2
MRPL10,2
CCP110,2
PRAF2,2
NFIB,2
RPE65,1
DYNC2LI1,2
TRUB1,2
RETNLB,2
CTSC,2
CMTM6,2
IFI27L1,2
DNM1L,2
ESRP1,2
UBE2E1,2
ISLR2,2
SPG7,2
AL160275.1,2
PSMC3,2
ZNF709,2
ANAPC2,2
HMGN2,2
AC008763.2,1
F3,2
PLD3,2
EIF2D,2
IRAK3,2
RPS6KA2,2
TCEANC2,2
ZNF580,2
ZNF615,2
CRTAM,2
L1TD1,2
C19ORF38,2
ABHD12B,2
FGFR1OP2,2
DCUN1D4,2
ACSM2A,0
APOF,2
CFAP58,2
FASTK,2
FOXN1,2
ZNF136,2
ARC,2
AL110118.2,2
TREML1,2
STUB1,2
RFC1,2
CASC1,2
RAP2C,2
RIMS2,2
FAM76B,2
FGD5,2
DUSP6,2
ZNF69,2
LSM3,2
CPE,2
ARHGAP19,2
ATF2,2
WDR45,2
TMEM86A,2
PPIL2,2
RP2,2
APOL3,2
TTC3,2
PRR5,2
MAP7,2
MOG,0
AC026954.2,2
SNX20,2
UCP3,2
IQCD,2
STRADA,2
ZFR,2
ABHD14A,2
TDRD12,2
SUMO2,2
SLC16A6,2
SPATC1L,2
PKLR,2
SOCS5,2
ABCB4,2
RAMP3,2
HOXB5,2
ZNF232,2
HSPB9,2
ROBO3,2
SLC5A12,2
ZHX3,2
KIRREL1,2
MAPKBP1,2
COL4A2,2
ADGRA1,0
SESTD1,2
FBXL2,2
SLC6A2,0
MARK3,2
NMI,2
SMC3,2
TYMP,2
BPGM,2
SELENON,2
AP004243.1,1
BRMS1,2
IMPAD1,2
SPINK1,2
OXR1,2
WDR89,2
CD86,2
RNASE10,2
CDX2,2
CMIP,2
SREK1,2
PRSS55,1
AC020922.1,2
ZNF284,2
UBE2K,2
CRP,1
ZNF573,2
ACPP,2
PAPD5,2
ARFGEF2,2
C19ORF25,2
IL7,2
CCNB3,2
GK3P,2
AC015813.2,2
ZNF419,2
PKD1,2
ACTC1,2
NPNT,2
LSM6,2
SLC22A14,2
WNT16,2
GAN,2
BAIAP2L2,2
IL12RB2,2
ZMPSTE24,2
SWSAP1,2
CHKB-CPT1B,2
VWA8,2
PLET1,1
APIP,2
ACP5,2
ADPRHL1,2
KLK3,2
VAV3,2
CTNS,2
RNF168,2
AAED1,2
KLRC4,2
PTPN4,2
C10ORF82,2
EPS8L3,2
TRIM73,2
ZNF468,2
AC005779.2,2
PKD1L1,2
RITA1,2
FAM81B,1
APOD,2
GLRA3,2
OR1Q1,1
DPYS,2
ORMDL3,2
SVBP,2
NAPSA,2
C2ORF91,2
SCCPDH,2
MGAT3,2
VMO1,2
ADGRA2,2
STARD3,2
LINGO2,2
INSM1,2
HHLA1,1
MEFV,2
CRHR2,2
UBA3,2
CRTC2,2
SLC22A1,2
UTF1,1
ENO2,2
NFATC4,2
FIZ1,2
ZSCAN21,2
IDE,2
C7ORF43,2
ARMCX6,2
MAIP1,2
TMEM229B,2
RAB7A,2
AC027796.3,2
PACS2,2
HOXC10,2
GOLGA3,2
KSR2,2
C11ORF24,2
SLC14A1,2
SPIRE2,2
BLOC1S2,2
TSNAX-DISC1,2
TMEM51,2
SMIM15,2
COQ10A,2
IFIT5,2
POGZ,2
CDK11B,2
PHB2,2
CCDC81,2
ANKRD30B,1
DOK1,2
ANKRD45,2
AC010531.1,2
CLEC1B,2
SHANK1,2
NRK,2
FCHSD2,2
WFDC8,1
BNIP1,2
AC098850.4,0
SPATA20,2
C19ORF12,2
SMIM23,1
RELB,2
TMEM170B,2
DNMBP,2
BSN,2
CLDN34,2
THBS1,2
YIPF4,2
TNIP3,2
GRSF1,2
RABL6,2
CNOT4,2
ARHGEF33,2
KDM4B,2
GRK6,2
DUOX2,2
TAS2R42,1
ARL13A,2
ADCK1,2
PCDHGC5,2
SLC39A14,2
SKIV2L2,2
IER3IP1,2
CSNK1D,2
AP2B1,2
KIAA0391,2
BBS7,2
RNF181,2
TTYH1,2
DGAT1,2
C7ORF33,1
ARHGDIA,2
TP53TG3D,0
LCMT1,2
ZNF385A,2
MB21D2,2
NOL4,2
ADSSL1,2
DENND1A,2
TGFB2,2
RSPH6A,1
AL359736.1,2
WDR88,2
DHRS3,2
TYW1B,2
GCLC,2
HOXA13,2
HES1,2
GAS6,2
SLC6A15,0
NFAM1,2
CT55,1
FRAT2,2
GRHPR,2
PXDN,2
SHISA8,2
DHTKD1,2
HSPB11,2
VKORC1,2
LZTR1,2
AMACR,2
TAS2R13,1
EPS8L2,2
VCX3B,1
AD000671.1,2
CCS,2
PAGE2,1
SLC38A9,2
SAMD7,1
AC011499.1,2
RPP14,2
CDC40,2
SCOC,2
OSBPL2,2
POU2F3,2
RNF133,2
BPIFA2,1
TIE1,2
NRN1,2
ELF3,2
TXN,2
TPBG,2
RTTN,2
PDPR,2
MESD,2
NDUFA7,2
PLEKHA2,2
CEP63,2
AL645922.1,2
L3MBTL2,2
SLC29A4,2
SLFN11,2
YWHAZ,2
OSBPL6,2
ZNF813,2
SLC2A11,2
RFTN1,2
DEFB124,2
SAT1,2
DMTN,2
NPIPA8,1
CADPS2,2
WARS,2
GRK7,2
KCND1,2
GALR3,2
RAB3A,2
DIP2A,2
ATPAF2,2
RBBP6,2
APEH,2
PCDHGA2,2
SLPI,2
RDH14,2
XPA,2
SPRR2F,1
AL365205.1,2
DMAP1,2
ZNF732,2
FAM229A,2
RNF13,2
DPP9,2
ZFHX3,2
VWA5B1,1
UNC13A,2
GCA,2
SFT2D2,2
MC4R,0
MAP3K4,2
SYNPO2L,2
C16ORF90,2
AC104532.1,2
SULT4A1,2
CDK5RAP2,2
ZBTB3,2
FBXO11,2
RMI1,2
COMMD2,2
COX4I1,2
DNAH7,2
PRKD3,2
SAMD8,2
OR14I1,0
AC099489.1,2
FATE1,2
PHC1,2
MYBL1,2
RNF141,2
SCAF1,2
SLC25A5,2
TULP2,2
VPS35,2
FLT1,2
COG3,2
IL7R,2
ARSG,2
CYP20A1,2
GDF3,2
CACHD1,2
QSER1,2
ATG14,2
LRRD1,2
GPKOW,2
DPYSL2,2
MFGE8,2
HIST1H3H,2
RBPJL,2
NDUFV1,2
PRND,2
CLEC12A,2
KLHL21,2
ZNF560,1
AFAP1,2
TUBA3D,2
SIRT2,2
USP7,2
CSGALNACT2,2
SHC3,2
KDM4C,2
ACTN2,2
PRSS16,2
ZNF606,2
ANKRD34C,0
OOEP,1
TNFSF18,2
MATN4,2
ATXN3,2
INMT,2
PCMT1,2
MECP2,2
APOBEC3F,2
CATSPERB,2
GMEB1,2
DGKB,2
ATP1A3,2
SMIM18,2
RPS25,2
OR6A2,1
PCDHGB4,2
ZBTB2,2
NOVA2,2
GAL3ST1,2
NES,2
CELF5,2
SPACA6,2
GHRL,2
FYN,2
PCDHA4,2
EXOSC10,2
PCDHGB2,2
IRF9,2
MLC1,2
GALK2,2
FAM57B,2
HMG20A,2
NUCB2,2
CHUK,2
SYTL5,2
POMT1,2
PAK4,2
SPAG8,2
STARD4,2
CFHR1,0
ZNF416,2
TMEM126A,2
RUFY2,2
LEMD3,2
COL6A3,2
ARHGAP5,2
ALLC,2
OR2AG2,2
CDC14B,2
ERO1B,2
RTL1,1
RNASE3,2
CUEDC1,2
SCARF1,2
CC2D2B,2
AMDHD1,2
AMDHD2,2
SIRPD,2
YPEL3,2
RNF2,2
CHIC1,2
PSMC5,2
KAT8,2
DDO,2
ARCN1,2
GATS,2
SERPINI1,2
CTH,2
COMMD4,2
PCDH8,2
FKBP15,2
H2AFY2,2
ZNF461,2
SYDE1,2
PRPSAP2,2
SLC2A2,1
POLR3B,2
CD99,2
ANKRD34A,2
ST8SIA5,2
VAV2,2
EFCC1,2
CASP14,1
B3GALT2,2
SPRYD3,2
SCO2,2
AC244197.3,2
LSM10,2
RNF148,2
UBE2F,2
KBTBD8,2
C19ORF68,2
7-Mar,2
SUPT5H,2
PTPRE,2
SLC16A2,2
CERS4,2
RNF17,2
S100A6,2
ASB3,2
COL6A2,2
ZNF629,2
YIPF6,2
CTAGE4,2
TRIM5,2
AGPS,2
OCSTAMP,2
NDFIP1,2
GLT8D2,2
FAM69B,2
BLOC1S5,2
AC010522.1,2
RASA4B,2
PIGP,2
SVIP,2
VWA5B2,2
