genes,log2FoldChange_0,log2FoldChange_1,log2FoldChange_2
ITGA11,0,1,0
WNT5A,0,1,0
ZC3H12C,1,0,0
GRB10,0,0,1
SLC22A23,1,0,0
PKP3,0,0,1
CASP10,0,0,1
GATD1,0,0,1
ZNF771,0,0,1
HSPBAP1,0,0,1
SWAP70,0,0,1
L1CAM,1,0,0
SLC2A5,1,0,0
SLC39A5,1,0,0
ZSCAN26,0,0,1
STK32A,1,0,0
EIF3B,0,1,0
ZNF718,0,0,1
HCLS1,1,0,0
MRPL22,0,0,1
ADH1B,1,0,0
DDX1,0,0,1
FUT6,0,0,1
CASZ1,0,0,1
TMIGD2,1,0,0
PI4KA,0,0,1
COPS8,0,0,1
LGALS7B,0,1,0
AC104532.1,0,0,1
DYNLT3,0,0,1
CORO1C,0,0,1
C2ORF71,1,0,0
FGFR1OP2,0,0,1
PAXIP1,0,0,1
MYDGF,0,0,1
ZNF418,1,0,0
TNFAIP6,0,1,0
C19ORF44,0,0,1
C11ORF16,0,0,1
RNF138,0,0,1
DDA1,0,0,1
TOP1MT,0,1,0
MKL2,0,0,1
HIST1H4A,0,1,0
KCTD16,0,1,0
ROGDI,0,0,1
CSGALNACT2,0,0,1
AGPAT1,0,0,1
MCMBP,0,0,1
SFTA2,0,1,0
PRDM13,0,1,0
MINDY2,0,0,1
FOXN3,1,0,0
OSER1,0,0,1
PPP5D1,0,0,1
ZNF770,0,0,1
ZNF526,0,0,1
HPR,0,0,1
TLN1,0,0,1
MORF4L1,0,0,1
ASNSD1,0,0,1
TGFB2,0,0,1
TOMM40,0,0,1
SELENOO,0,0,1
GOLGA8N,1,0,0
SCFD2,0,0,1
NCAPD2,0,0,1
GMFG,0,0,1
ANKEF1,0,0,1
MTNR1A,1,0,0
ANKRD61,0,0,1
ITGB4,0,0,1
OTOP2,1,0,0
KIF23,0,1,0
ATP5G1,0,0,1
PINX1,0,0,1
ADGRF2,0,1,0
TRAPPC2L,0,0,1
AFF2,1,0,0
RIPPLY1,0,1,0
PRRT2,1,0,0
EIF5,0,0,1
SNRNP25,0,0,1
PADI3,0,1,0
MAP3K19,1,0,0
OCA2,0,1,0
DNAH2,0,1,0
DDX5,0,0,1
LCN6,1,0,0
BRINP3,1,0,0
BAMBI,0,1,0
HMGXB3,0,0,1
XRCC3,0,0,1
TMEM181,0,0,1
COL17A1,1,0,0
MAGEB2,0,1,0
RPF2,0,0,1
FASTKD2,0,0,1
LIG4,0,0,1
IL6R,1,0,0
CENPP,0,1,0
CFAP69,0,0,1
RCC1L,0,0,1
HDAC2,0,0,1
CHRNB2,1,0,0
TTPAL,0,0,1
SNTA1,0,0,1
NWD2,1,0,0
C9ORF43,0,1,0
TTYH3,0,1,0
SCX,0,1,0
CLEC12A,0,0,1
AMOTL2,0,0,1
SMYD5,0,1,0
SLC27A1,0,0,1
KANSL2,0,0,1
NFKB2,0,0,1
ZNF816,0,0,1
PDPK1,0,0,1
KRT84,0,1,0
ZZEF1,1,0,0
VTI1B,0,0,1
TLNRD1,0,0,1
EPHA8,0,1,0
HMOX1,1,0,0
PLEKHA2,0,0,1
NR0B2,0,1,0
C14ORF166,0,0,1
BCAN,0,0,1
DHFR,0,0,1
RCCD1,0,0,1
CYB561,0,0,1
DTL,0,1,0
ZNF408,0,0,1
PCIF1,0,0,1
SFTA3,0,1,0
PAIP2B,0,0,1
TTYH1,0,0,1
GALNT2,0,0,1
AOX1,1,0,0
LRP8,0,1,0
ABCA10,1,0,0
SMG8,0,0,1
BCL7B,0,0,1
SERPINB9,0,0,1
TSHZ1,1,0,0
RTN4R,0,1,0
MMP14,0,1,0
EYA3,0,0,1
SORCS3,1,0,0
TMEM187,0,0,1
CLMP,1,0,0
MINPP1,0,0,1
DIP2C,1,0,0
SCRG1,1,0,0
IL7,0,0,1
CDKN2A,0,1,0
RIDA,0,0,1
TMEM154,0,0,1
IQGAP3,0,1,0
PHGDH,0,1,0
EPHA6,1,0,0
BMS1,0,0,1
PLXNB3,0,0,1
UNC80,1,0,0
COX19,0,0,1
TMEM214,0,0,1
SEC14L4,0,1,0
ZNF415,1,0,0
MAP9,0,0,1
UNC119,0,0,1
RRN3,0,0,1
CA14,1,0,0
EMCN,1,0,0
AUTS2,0,0,1
DDX31,0,1,0
SNX19,0,0,1
ODF3B,0,0,1
POT1,0,0,1
GRIK1,1,0,0
C12ORF60,0,0,1
PIWIL1,0,1,0
LDLR,0,0,1
FCHSD2,0,0,1
FRK,0,0,1
ZWINT,0,0,1
LEP,1,0,0
RIPOR2,1,0,0
PLXND1,0,0,1
IFT20,0,0,1
RBKS,1,0,0
CTDSPL,0,0,1
PCDHA13,0,0,1
ZKSCAN2,0,0,1
LUZP2,1,0,0
PTP4A1,1,0,0
KDM4C,0,0,1
CTSV,0,1,0
LHX4,0,0,1
ABHD8,0,0,1
LPXN,0,0,1
CD47,0,0,1
CTBP1,0,0,1
DKKL1,0,0,1
PTK6,0,0,1
CAMTA2,0,0,1
HSPH1,0,1,0
CGB7,0,1,0
R3HDM2,0,0,1
MSRA,0,0,1
POLDIP3,0,0,1
NBPF1,1,0,0
TXNIP,1,0,0
FO681492.1,1,0,0
PRNP,0,0,1
C1ORF94,1,0,0
TNFSF10,1,0,0
PAK6,0,0,1
CCT6B,0,0,1
B4GAT1,0,0,1
BTBD2,0,0,1
HSPE1,0,0,1
ITGB3,1,0,0
RPRD2,0,0,1
ADAM10,0,0,1
ANKRD37,0,0,1
C1ORF123,0,0,1
SULF2,0,0,1
NOTCH4,0,0,1
RNF13,0,0,1
C19ORF53,0,0,1
FAM219B,0,0,1
OVGP1,0,1,0
DHX33,0,0,1
CXORF65,0,0,1
POLR3K,0,0,1
ATP5A1,0,0,1
PA2G4,0,0,1
TMEM130,1,0,0
GHITM,0,0,1
ISG20L2,0,0,1
HIST1H2BE,0,1,0
BIN2,1,0,0
LZIC,0,0,1
GABRA1,1,0,0
COMTD1,0,0,1
PROCA1,0,0,1
GZMB,0,1,0
CA11,0,0,1
MYO15B,1,0,0
PLPP2,0,0,1
MYO1G,0,0,1
ATOH1,1,0,0
SLC25A17,0,0,1
IFT22,0,0,1
RAPGEFL1,1,0,0
HIGD2A,0,0,1
NEU4,1,0,0
NRG3,1,0,0
PLD4,1,0,0
ENO4,0,0,1
TRMT112,0,1,0
C7,1,0,0
AC068775.1,0,0,1
NPR1,1,0,0
MAFA,1,0,0
TBC1D10C,0,0,1
FAM45A,0,0,1
PHF24,1,0,0
PABPC4,0,0,1
ZFP41,0,0,1
RNF43,0,1,0
UNC93A,0,1,0
GABARAPL1,0,0,1
CHRNB3,0,1,0
SSH2,0,0,1
URB2,0,1,0
DACH2,1,0,0
CDK5RAP1,0,1,0
CYP2E1,0,0,1
ST8SIA5,0,0,1
ZBTB12,0,1,0
ZNF788,1,0,0
PRPF38B,0,0,1
ANKRD22,0,0,1
TMEM86A,0,0,1
EXOSC6,0,0,1
TSEN54,0,0,1
GLRB,0,0,1
GVQW2,0,0,1
SLC1A4,0,0,1
ADGRE1,1,0,0
ZNF580,0,0,1
JAZF1,1,0,0
RTN3,0,0,1
FEM1C,0,0,1
ELL3,0,0,1
CHI3L1,0,1,0
NUDT16,0,0,1
CASC1,0,0,1
ZNF517,0,0,1
CDC25B,0,1,0
ATP7B,0,0,1
PALB2,0,0,1
RP1L1,0,1,0
KIAA0141,0,0,1
CNTF,0,0,1
PGM5,1,0,0
FSTL4,0,1,0
MXI1,1,0,0
SNAI3,0,0,1
RPS10-NUDT3,0,1,0
HBP1,0,0,1
CENPK,0,1,0
PSTPIP2,0,0,1
MYL4,0,0,1
ALDH3B2,0,1,0
CNPY1,0,1,0
CPA4,0,1,0
KIF17,0,0,1
NUTM2G,0,0,1
C14ORF132,1,0,0
LPGAT1,0,0,1
ANKRD10,0,0,1
PRDX2,0,0,1
RSPH6A,0,1,0
SGCG,1,0,0
TPH2,1,0,0
NDUFAF7,0,0,1
SLC7A5,0,1,0
KDM4B,0,0,1
DCTD,0,0,1
SNRPC,0,0,1
KCNK15,0,1,0
HACD1,0,0,1
AGAP9,0,0,1
NAT6,0,0,1
ARHGEF16,0,0,1
TRIM58,1,0,0
PDE8B,0,0,1
SLC13A5,0,1,0
ZNF613,0,0,1
KCTD6,0,0,1
APBB1IP,1,0,0
SPRY1,0,0,1
PRR14L,0,0,1
ZBED8,0,0,1
ANKLE1,0,1,0
ANKRD36C,0,1,0
RCE1,0,0,1
MASTL,0,0,1
SLC16A5,0,0,1
FCER2,1,0,0
HES1,0,0,1
PPP1R3D,0,0,1
TRAF3IP2,0,0,1
CSF2RB,1,0,0
PPP1CB,0,0,1
VDR,1,0,0
PRELID3A,0,1,0
ACAN,0,1,0
PIANP,1,0,0
SULT1C2,0,1,0
MTMR11,0,0,1
CCNL1,0,0,1
SNRNP70,0,0,1
LDLRAD1,0,1,0
RHPN2,0,0,1
DFFA,0,0,1
DARS,0,0,1
UCN,0,1,0
HOXD8,0,0,1
TIMP1,0,1,0
C12ORF73,0,0,1
ATRN,0,0,1
CCDC154,0,1,0
TUBB1,0,0,1
DDI2,0,0,1
CDC25A,0,1,0
CEBPG,0,0,1
SEZ6L2,0,1,0
LMNB2,0,1,0
CRAT,0,0,1
MYO1C,0,0,1
CRNKL1,0,0,1
TGFBI,0,1,0
TMEM144,0,0,1
APBB1,1,0,0
SASH1,0,0,1
DOCK11,0,0,1
ZCCHC18,0,0,1
AMZ1,0,0,1
NKX2-8,0,1,0
BCAR1,0,0,1
SOS1,0,0,1
HEYL,0,0,1
GPCPD1,0,1,0
BVES,1,0,0
TMEM125,0,0,1
NIPSNAP3B,0,0,1
C1QTNF2,1,0,0
EXD1,0,0,1
THOC6,0,0,1
SDF2L1,0,0,1
MAST3,0,0,1
EIPR1,0,0,1
PLAU,0,1,0
RNF144A,0,0,1
MIIP,0,0,1
C1QL1,1,0,0
SFN,0,0,1
BCAP31,0,0,1
CCL28,1,0,0
DSCAML1,1,0,0
AKT2,0,0,1
SLC28A2,1,0,0
NCOA7,0,0,1
ARF5,0,0,1
PXYLP1,0,0,1
FUT10,0,0,1
AGRP,0,0,1
RPAP3,0,0,1
EIF3J,0,0,1
PFKFB4,0,0,1
COL16A1,0,0,1
MAP1S,0,0,1
VEGFA,0,1,0
NISCH,0,0,1
ZNF639,0,0,1
COMP,0,1,0
RFXAP,0,0,1
SEPHS1,0,0,1
EML3,0,0,1
SLC1A7,0,1,0
SPRTN,0,0,1
ZNF483,1,0,0
VCAN,0,1,0
ADAM23,0,0,1
SLC17A7,1,0,0
KRT86,0,0,1
DYSF,0,0,1
WDR18,0,0,1
RCAN1,1,0,0
HIST1H4D,0,1,0
SLC16A1,0,0,1
CDK5,0,0,1
MAGEF1,0,0,1
SHKBP1,0,0,1
GRID2IP,0,0,1
GCSAM,1,0,0
USP27X,0,0,1
NCAM2,1,0,0
MUC17,0,1,0
EDN2,1,0,0
CCDC113,0,1,0
IQCC,0,0,1
SLC6A19,1,0,0
ALAD,0,0,1
AC104581.1,0,0,1
SYT10,1,0,0
MC1R,0,1,0
PSME4,0,0,1
BIK,0,0,1
GPD1,0,0,1
CCDC88A,0,0,1
CENPJ,0,1,0
ELL2,0,0,1
ELAVL4,1,0,0
GTF2H4,0,0,1
GATC,0,0,1
NR2C2,0,0,1
EIF5A2,0,1,0
WFIKKN2,1,0,0
FXYD6,1,0,0
SDHC,0,0,1
EMILIN1,0,0,1
NDRG4,1,0,0
BTNL3,1,0,0
PHLDB3,0,0,1
PPP1R21,0,0,1
GTF3C2,0,0,1
ULK2,0,0,1
PLBD1,0,0,1
AC136428.1,1,0,0
ZNF714,0,0,1
SNAP25,1,0,0
COL11A2,0,0,1
SEZ6L,1,0,0
IFNG,0,0,1
ARL14,1,0,0
SALL2,1,0,0
RBMS3,1,0,0
RHBDD2,0,0,1
NOTUM,0,1,0
SORBS1,1,0,0
BTD,0,0,1
FHL3,0,0,1
THOC3,0,0,1
AC138696.1,0,0,1
AC011499.1,0,0,1
CCDC59,0,0,1
INSIG1,0,0,1
NAA15,0,0,1
ZNF440,0,0,1
ARSA,0,0,1
DCLRE1A,0,0,1
FANCM,0,0,1
MLIP,1,0,0
NHP2,0,0,1
MRPS35,0,0,1
SCHIP1,1,0,0
TVP23C-CDRT4,0,0,1
MMP7,0,1,0
ACTR1A,0,0,1
CYP4F12,1,0,0
FAM136A,0,0,1
POLR2C,0,0,1
RORC,0,0,1
PRPH,1,0,0
ADAMTS13,0,0,1
KIF25,0,1,0
TMPRSS4,0,0,1
PPIL3,0,0,1
XKR9,0,1,0
DYRK2,1,0,0
DMRT1,0,1,0
AC005833.3,0,0,1
CPA3,1,0,0
NPM2,0,1,0
FAM216A,0,0,1
NR2C1,0,0,1
EXTL1,1,0,0
MYBBP1A,0,1,0
PTS,0,0,1
UBE3B,0,0,1
SELENOS,0,0,1
CSN1S1,1,0,0
CYP2C18,1,0,0
SMNDC1,0,0,1
KIAA1755,0,0,1
PIP5K1B,1,0,0
EPHX3,0,1,0
DCN,1,0,0
LINC01125,0,0,1
CAPG,0,0,1
MPPED1,1,0,0
NAAA,1,0,0
OSTC,0,0,1
TAF8,0,0,1
PTCHD4,0,1,0
TRIM4,0,0,1
IL11RA,1,0,0
AL121594.3,0,0,1
EXOSC8,0,1,0
ANKRD23,0,0,1
LMTK2,0,0,1
HIST2H2AC,0,0,1
FAM186B,0,0,1
CHID1,0,0,1
WNT2,0,1,0
EEF1A2,1,0,0
B4GALNT1,0,0,1
AC011511.1,0,0,1
SMAD3,0,0,1
BEST1,0,0,1
FOXQ1,0,1,0
KYNU,0,0,1
YIF1B,0,0,1
CCT6A,0,1,0
FOXD4,0,1,0
RPL26L1,0,0,1
EMP1,1,0,0
PRSS48,0,1,0
MAS1,0,1,0
KHNYN,0,0,1
FBXL7,1,0,0
BRPF1,0,0,1
KIF4A,0,1,0
FCRL4,1,0,0
VTCN1,0,1,0
PMFBP1,0,1,0
SLA2,1,0,0
MADD,0,0,1
ESR2,1,0,0
CARD16,0,0,1
GJB6,0,1,0
SCRIB,0,0,1
IFI35,0,0,1
CHEK2,0,0,1
VWA1,0,0,1
KIF14,0,1,0
GINM1,0,0,1
CXORF40A,0,0,1
DSTN,0,0,1
ADAT2,0,1,0
LY6G5C,0,0,1
TYMP,0,0,1
CEP57,0,0,1
C11ORF94,0,0,1
ZNF525,0,0,1
ACSL6,0,1,0
DPYSL3,0,0,1
AC005324.3,0,1,0
LAS1L,0,1,0
MBNL1,0,0,1
CTSS,1,0,0
TLR3,1,0,0
TPR,0,0,1
KLK5,0,1,0
AK3,0,0,1
MEIS2,1,0,0
CTNNB1,0,0,1
GDF3,0,0,1
PRICKLE1,0,0,1
KCNA4,1,0,0
DNAJB14,0,0,1
MRPL37,0,0,1
AMN1,0,0,1
PUS7L,0,0,1
RAB4B,0,0,1
COL14A1,1,0,0
IMPDH2,0,0,1
SLC1A3,0,0,1
ZBTB22,0,0,1
SOX9,0,1,0
PRRC2B,0,0,1
CYP1A1,0,1,0
RIMKLB,1,0,0
AK7,0,0,1
PAG1,1,0,0
ERAP1,0,0,1
GNL2,0,0,1
SHANK1,0,0,1
ATP2B2,1,0,0
EIF4EBP2,0,0,1
TXN2,0,0,1
CREB3L3,1,0,0
PCDHB4,1,0,0
TPM1,1,0,0
ACTL10,0,1,0
PATZ1,0,0,1
AL136295.3,1,0,0
ENTPD4,0,0,1
CC2D2A,0,0,1
RHOBTB2,0,0,1
HIST1H2BM,0,1,0
TRIM23,0,0,1
SPIN3,0,1,0
C9ORF116,0,1,0
DIO1,0,0,1
PSTK,0,0,1
LDB2,0,0,1
ZNF569,0,0,1
HIRA,0,0,1
RAP2A,0,0,1
MYB,0,0,1
EPHB2,0,1,0
CHTF18,0,1,0
CBS,0,1,0
SNX10,0,0,1
MAN2B2,0,0,1
CDC5L,0,0,1
SYTL5,0,0,1
ERO1A,0,0,1
SKIL,0,0,1
TIMD4,1,0,0
MECR,0,0,1
GDF11,0,0,1
LY6D,0,1,0
ZBTB24,0,0,1
ARID3A,0,1,0
MEST,0,0,1
PGF,0,1,0
KLHL1,1,0,0
ENHO,1,0,0
STS,0,0,1
RPIA,0,0,1
SBSN,0,1,0
NTRK3,1,0,0
ANAPC4,0,0,1
KLHL10,1,0,0
COL11A1,0,1,0
ARHGAP36,1,0,0
CKAP2L,0,1,0
SYT7,0,1,0
ABCA7,0,0,1
FGFR1OP,0,0,1
AGAP6,0,0,1
SH3BGR,1,0,0
SIRT1,0,0,1
EVC,0,0,1
IGSF10,1,0,0
MYRFL,0,1,0
ZNF320,0,0,1
STMN3,0,1,0
HOGA1,0,1,0
DAXX,0,0,1
TMEM259,0,0,1
UMPS,0,0,1
GINS3,0,1,0
NCKAP5,0,0,1
TOR1B,0,0,1
STK10,0,0,1
PEMT,0,0,1
ACOT4,0,0,1
HAUS2,0,0,1
RAB3A,0,0,1
TOMM5,0,0,1
KLF13,0,0,1
MAPK12,0,0,1
PLAC9,1,0,0
PEX19,0,0,1
FOXA2,0,1,0
RNF224,0,1,0
PSMA8,1,0,0
GAST,0,1,0
CACNG8,0,1,0
LHFPL4,1,0,0
ANKRD36B,0,0,1
MGRN1,0,0,1
SCMH1,0,0,1
GPR4,0,0,1
CUL4B,0,0,1
AXIN2,0,1,0
ATP1A3,0,0,1
ARHGAP24,0,0,1
DSG3,0,1,0
RFX3,0,0,1
FABP7,0,1,0
EVX1,0,1,0
SHPK,0,0,1
LHFPL3,0,0,1
TBCA,0,0,1
ARMC1,0,0,1
PPP2R3A,1,0,0
CD36,1,0,0
AAK1,0,0,1
SH3YL1,0,0,1
ERCC1,0,0,1
HIST1H2BH,0,0,1
SHC1,0,0,1
ETFA,0,0,1
C4ORF47,0,0,1
TMED6,0,0,1
WDR78,1,0,0
TNFRSF10A,0,0,1
PTX3,1,0,0
TGM2,0,0,1
NBN,0,0,1
ICA1,0,0,1
PEX3,0,0,1
CCDC134,0,0,1
TMED7,0,0,1
TMEM35A,1,0,0
C6ORF48,0,1,0
SLC43A1,0,1,0
BMP8A,0,0,1
NAT1,1,0,0
CDK6,0,0,1
GOLGA6L10,0,0,1
HJURP,0,1,0
SMARCA1,0,0,1
RNASEH2A,0,1,0
TYW5,0,0,1
THAP10,0,0,1
PPIP5K2,0,0,1
HEATR6,0,0,1
ARHGDIA,0,0,1
RPL10L,1,0,0
YES1,0,0,1
SRL,1,0,0
UBASH3A,0,0,1
NEK3,0,0,1
TOP3B,0,0,1
DHDH,0,1,0
HOXD4,1,0,0
MED14,0,0,1
NPY,1,0,0
NHS,0,1,0
ZMYND8,0,0,1
SLC11A1,0,1,0
DESI1,0,0,1
R3HCC1L,0,0,1
MRGBP,0,1,0
DNAAF4,0,1,0
SLC25A20,1,0,0
CACYBP,0,0,1
PRKAR2A,0,0,1
CD44,0,1,0
MYCT1,1,0,0
TAGLN,1,0,0
MFAP1,0,0,1
MRPL14,0,0,1
CCDC40,0,1,0
B4GALNT2,1,0,0
SCRN3,0,0,1
FAM214B,0,0,1
MYLIP,0,0,1
ZNF414,0,0,1
TEX29,0,0,1
MSH6,0,0,1
ZNF772,1,0,0
RBM43,0,0,1
GPM6B,1,0,0
VSTM2B,0,1,0
TMEM106A,0,0,1
DCDC2B,0,0,1
PAPPA2,1,0,0
NTMT1,0,1,0
SYT4,1,0,0
TGM1,0,0,1
TRMU,0,0,1
HYOU1,0,0,1
SLC2A4RG,0,0,1
FBXO30,0,0,1
HSPA4L,0,1,0
HNRNPA0,0,0,1
SEMA3G,1,0,0
KRT6C,0,1,0
SLC2A12,0,1,0
WNT7B,0,1,0
PTAR1,0,0,1
SCTR,1,0,0
SHOX,1,0,0
NAMPT,0,0,1
PRKG2,1,0,0
MYO5B,0,0,1
DLGAP1,0,0,1
LYVE1,1,0,0
GRK2,0,0,1
ELMOD2,0,0,1
GLYATL1,0,1,0
PDLIM3,1,0,0
C14ORF159,0,0,1
CHDH,0,0,1
IAH1,0,0,1
ZNF202,0,0,1
GCC2,0,0,1
SVBP,0,0,1
C20ORF24,0,0,1
CSPP1,0,0,1
TSPYL1,0,0,1
SAMSN1,0,0,1
COX8A,0,0,1
SERPINF1,0,0,1
FAM72A,0,1,0
SSC5D,1,0,0
LYZ,0,1,0
RNF165,0,0,1
HIC1,0,0,1
ODAM,0,1,0
APC2,0,0,1
TTC30B,0,0,1
RYR3,1,0,0
GDAP2,0,0,1
ADRA1B,1,0,0
FAM13A,0,0,1
NKTR,0,0,1
PACSIN1,1,0,0
WFDC10B,0,1,0
UBE2QL1,1,0,0
NEBL,0,1,0
ZNF17,0,0,1
ILDR1,0,0,1
AC087632.1,0,0,1
POLD2,0,1,0
GLA,0,1,0
LIPI,1,0,0
ULBP1,0,1,0
KIF4B,0,1,0
PSMG1,0,1,0
REG3G,0,1,0
NGB,1,0,0
ABHD10,0,0,1
ANKFY1,0,0,1
KMT5B,0,0,1
CXORF21,1,0,0
RRAS2,0,0,1
FAM53A,0,1,0
MRPS26,0,0,1
D2HGDH,0,0,1
ABCG4,0,0,1
PTK2B,1,0,0
INTS11,0,0,1
MRPL46,0,0,1
RTTN,0,0,1
SLC26A9,0,1,0
CAPN11,0,0,1
SIL1,0,0,1
LARP1,0,0,1
ACMSD,0,0,1
ETV4,0,1,0
NDUFA1,0,0,1
FGL1,0,1,0
LILRA2,0,0,1
NAP1L2,1,0,0
CDKL4,0,1,0
TBRG4,0,0,1
OLFML3,1,0,0
CCDC155,0,1,0
ZFAND1,0,0,1
TMEM234,0,0,1
REM1,0,0,1
ELF3,0,0,1
TYK2,0,0,1
FANCB,0,1,0
SOX11,0,0,1
ALG2,0,0,1
CD300LB,0,0,1
DLST,0,0,1
NPEPPS,0,0,1
ARMC2,0,1,0
SCGN,1,0,0
CHCHD3,0,0,1
LRRTM4,1,0,0
RPL11,0,0,1
ZNF20,0,0,1
PLIN1,1,0,0
PCSK5,1,0,0
RTF1,0,0,1
SERTAD3,0,0,1
ACO1,0,0,1
GPATCH3,0,0,1
RGS2,1,0,0
CHRFAM7A,1,0,0
CCDC114,0,1,0
GTF2A1L,1,0,0
PCF11,0,0,1
RABEP1,0,0,1
IFI27L1,0,0,1
EMC1,0,0,1
GPSM2,0,1,0
FAM71D,0,0,1
ZNF37A,0,0,1
MDFI,0,1,0
IL1RAP,0,0,1
ZNF573,0,0,1
HEY1,0,0,1
WDR60,0,0,1
SLC10A1,1,0,0
NAT9,0,1,0
STIM1,1,0,0
HTR7,1,0,0
NT5DC4,0,1,0
NAPA,0,0,1
PSD,1,0,0
FBXW10,0,1,0
CDK14,0,0,1
ANP32E,0,0,1
SRSF12,0,0,1
NCAPH2,0,0,1
WNT16,0,0,1
TCF19,0,0,1
EHD4,0,0,1
MPP5,1,0,0
CDADC1,0,0,1
C22ORF39,0,0,1
C14ORF79,0,1,0
CHST7,0,0,1
PELO,0,0,1
AC009336.2,1,0,0
FHL5,1,0,0
DUSP5,0,0,1
ANO4,1,0,0
CPXM1,0,1,0
NEK7,0,0,1
SLAMF7,1,0,0
GCNA,0,0,1
PIP5K1C,0,0,1
GDPD5,0,1,0
CPEB3,1,0,0
HBG2,0,1,0
GLOD4,0,0,1
OTOP3,1,0,0
UGT1A4,1,0,0
PLSCR4,1,0,0
OXNAD1,0,0,1
HRC,1,0,0
FNDC10,0,1,0
NOL9,0,0,1
TIMM8B,0,0,1
POLR2B,0,0,1
LPP,1,0,0
FGB,0,1,0
POPDC3,1,0,0
P3H2,1,0,0
CCDC36,0,0,1
PLPPR3,0,1,0
KATNAL1,0,0,1
OPA3,0,0,1
ZNF91,0,0,1
ALYREF,0,0,1
AC079447.1,0,0,1
DUSP9,0,1,0
VAV1,0,0,1
DBNDD2,0,0,1
MFSD1,0,0,1
CGN,1,0,0
UMAD1,0,0,1
DNAJC2,0,1,0
ABAT,0,0,1
MSTO1,0,0,1
ZBTB2,0,0,1
AMOTL1,1,0,0
PPTC7,0,0,1
PPT2-EGFL8,0,0,1
LY6G6C,0,1,0
ARHGAP33,0,0,1
STMND1,0,0,1
S100A10,0,0,1
TRAF3,0,0,1
RILPL1,0,0,1
SLC6A17,0,0,1
LRRC38,0,0,1
FCRL1,1,0,0
FAM110A,0,0,1
CKAP2,0,1,0
AAMDC,0,0,1
ATP5J,0,0,1
UBE2H,0,0,1
HOXB9,0,0,1
C7ORF43,0,0,1
SH2D2A,0,1,0
SPACA3,0,1,0
RNF39,0,1,0
ZNF354C,1,0,0
STT3A,0,0,1
SLC3A1,1,0,0
PTTG2,0,0,1
CNIH3,0,1,0
CNR2,1,0,0
PHF20L1,0,0,1
DHRS11,1,0,0
FAM174A,0,0,1
SCLY,0,1,0
RPS14,0,0,1
CERK,0,0,1
ANKRD46,0,0,1
SPINT1,0,0,1
CLIP3,1,0,0
BACE2,0,1,0
RCVRN,0,0,1
APBB2,0,0,1
GALNT7,0,0,1
PBXIP1,1,0,0
ACOD1,0,1,0
TERT,0,1,0
ATN1,0,0,1
SLC1A2,1,0,0
CENPE,0,1,0
ACVRL1,1,0,0
MPP3,0,1,0
MAPKAPK3,0,0,1
SPSB3,0,0,1
MED24,0,0,1
ANP32D,0,1,0
RASSF2,1,0,0
CHGA,1,0,0
ELP6,0,0,1
LINGO2,0,0,1
NET1,0,0,1
ZNF346,0,0,1
MEGF11,0,1,0
IL17RC,0,0,1
CD226,0,0,1
MARK2,0,0,1
CYB561A3,0,0,1
SMIM13,0,0,1
HDX,0,0,1
CAPNS2,0,1,0
COL8A1,0,1,0
SNAP23,0,0,1
POLR2J3,0,0,1
SLC39A12,1,0,0
ZNF493,0,0,1
PCDHB5,1,0,0
SEMG2,0,1,0
ACTN1,0,0,1
DDX11,0,1,0
AIF1L,0,0,1
ICAM1,0,0,1
DHX37,0,0,1
LAX1,1,0,0
ZNF8,0,0,1
USP21,0,0,1
DPP9,0,0,1
GABRA3,0,1,0
F12,0,1,0
GFI1,0,0,1
EIF3G,0,0,1
BCO1,0,0,1
PIK3R6,0,0,1
XPNPEP3,0,1,0
UBA3,0,0,1
CSDE1,0,0,1
CENPC,0,0,1
CEP89,0,0,1
TMEM43,0,0,1
TINF2,0,0,1
RETNLB,0,0,1
CILP,1,0,0
RBBP9,0,0,1
TRIM62,0,0,1
PCDH11X,1,0,0
BSPRY,0,0,1
SOX14,0,1,0
NT5C2,0,0,1
NECTIN2,0,0,1
PRKCE,0,0,1
COPS7A,0,0,1
ACTR3B,0,1,0
PCDHGA1,0,1,0
ACCS,0,0,1
ATP13A4,1,0,0
CDO1,1,0,0
IMMT,0,0,1
RAB15,0,1,0
CYP4X1,0,1,0
COMMD10,0,0,1
NRG2,1,0,0
RPL23,0,0,1
MYL6,0,0,1
CYTIP,0,0,1
PLEKHJ1,0,0,1
PGLS,0,0,1
NOTO,1,0,0
ARMC7,0,0,1
CLIC4,0,0,1
P3H3,0,0,1
CDS1,0,0,1
ZCCHC4,0,0,1
TAF13,0,0,1
KRR1,0,0,1
HCAR2,0,1,0
IGSF3,1,0,0
SUCO,0,0,1
SEMA6D,1,0,0
NUCB2,0,0,1
DPYSL5,1,0,0
PARVA,0,0,1
GPLD1,1,0,0
ESPL1,0,1,0
POLD1,0,0,1
ELMOD3,0,0,1
SMIM7,0,0,1
PPP3CC,0,0,1
EIF4H,0,0,1
ZNF551,0,0,1
PPP2R5B,0,0,1
ANKRD18B,0,1,0
PLIN3,0,0,1
ZBTB18,0,0,1
XDH,1,0,0
MROH7,0,0,1
NPIPB15,0,1,0
VKORC1,0,0,1
P4HA3,0,1,0
SMOC2,0,0,1
OTC,1,0,0
MAGI3,1,0,0
PFDN2,0,1,0
B3GNT6,1,0,0
FKBP10,0,1,0
RNF38,0,0,1
SSNA1,0,0,1
DNMT3L,0,1,0
PIGX,0,0,1
